UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,180302737,01/30/2018,1784 PEACHTREE ST NW,207,Ardmore,E,33.80334,-84.39351,
LARCENY-NON VEHICLE,180301794,01/30/2018,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747,
LARCENY-NON VEHICLE,180302224,01/30/2018,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109,
LARCENY-NON VEHICLE,180302606,01/30/2018,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,
LARCENY-NON VEHICLE,180300886,01/30/2018,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,180301562,01/30/2018,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,173161436,01/30/2018,835 MARTIN LUTHER KING JR DR,102,Vine City,L,33.75504,-84.41457,
BURGLARY-RESIDENCE,180301329,01/30/2018,2061 VERBENA ST NW,108,Penelope Neighbors,J,33.75444,-84.45389,
BURGLARY-NONRES,180300565,01/30/2018,1203 W PACES FERRY RD NW,202,Randall Mill,A,33.85005,-84.4274,
BURGLARY-NONRES,180300834,01/30/2018,100 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.84124,-84.38418,
BURGLARY-NONRES,180301030,01/30/2018,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.8201,-84.36481,
BURGLARY-RESIDENCE,180302173,01/30/2018,349 DECATUR ST SE,604,Sweet Auburn,M,33.74988,-84.37788,
BURGLARY-RESIDENCE,180301309,01/30/2018,142 DAHLIA AVE NW,108,Dixie Hills,J,33.75789,-84.46238,
BURGLARY-RESIDENCE,180301439,01/30/2018,1374 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71693,-84.38134,
BURGLARY-RESIDENCE,180301480,01/30/2018,1854 CUMMINGS DR SW,408,Venetian Hills,S,33.71685,-84.44848,
AGG ASSAULT,180302605,01/30/2018,1791 THOMASVILLE DR SE,308,Thomasville Heights,Z,33.70276,-84.35729,
AGG ASSAULT,180300839,01/30/2018,780 CUSTER AVE SE,607,Benteen Park,W,33.71714,-84.3608,
AGG ASSAULT,180302536,01/30/2018,4063 CORNELL BLVD SW,407,Baker Hills,H,33.75981,-84.52035,
ROBBERY-PEDESTRIAN,180301212,01/30/2018,2479 PEACHTREE RD NE @WHITE HOUSE APTS,211,Peachtree Hills,B,33.8225,-84.38652,
ROBBERY-PEDESTRIAN,180302486,01/30/2018,491 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74053,-84.3462,
ROBBERY-RESIDENCE,180290437,01/29/2018,650 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.7722,-84.36797,
AGG ASSAULT,180291345,01/29/2018,3760 BRANCH DR SW,407,Fairburn Road/Wisteria Lane,H,33.7493,-84.51144,
ROBBERY-PEDESTRIAN,180290268,01/29/2018,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84642,-84.36815,
AGG ASSAULT,180290319,01/29/2018,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,
AGG ASSAULT,180290515,01/29/2018,1977 MARTIN L KING JR DR NW,108,,I,33.75065,-84.44767,
AGG ASSAULT,180290158,01/29/2018,21 ALLEN TEMPLE CT NW,111,,I,33.75441,-84.4908,
AGG ASSAULT,180290435,01/29/2018,1560 S GORDON ST SW,404,Westview,T,33.7395,-84.43886,
BURGLARY-RESIDENCE,180290488,01/29/2018,241 TROY ST NW,105,Hunter Hills,K,33.76144,-84.42657,
BURGLARY-NONRES,180290989,01/29/2018,4405 NORTHSIDE PKWY NW,201,Paces,A,33.86609,-84.45237,
BURGLARY-NONRES,180291938,01/29/2018,1085 LINDBERGH DR NE,212,Lindridge/Martin Manor,F,33.81842,-84.35253,
BURGLARY-RESIDENCE,180292363,01/29/2018,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
BURGLARY-RESIDENCE,180290345,01/29/2018,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,
BURGLARY-NONRES,180291952,01/29/2018,5 FORSYTH ST SW,511,Downtown,M,33.75464,-84.39192,
BURGLARY-RESIDENCE,180291363,01/29/2018,479 LORIDANS DR NE,209,North Buckhead,B,33.87217,-84.37188,
BURGLARY-RESIDENCE,180290242,01/29/2018,1976 RUTH ST NW,110,Grove Park,J,33.78501,-84.45267,
BURGLARY-NONRES,180290528,01/29/2018,905 MEMORIAL DR SE,606,Reynoldstown,N,33.74482,-84.35729,
BURGLARY-NONRES,180291140,01/29/2018,1173 CASCADE AVE SW @GREENWOOD CEMETARY,403,Cascade Avenue/Road,S,33.72381,-84.44951,
LARCENY-NON VEHICLE,180290185,01/29/2018,101 HAMILTON E HOLMES DR NW,108,Westhaven,I,33.75558,-84.46807,
LARCENY-NON VEHICLE,180290359,01/29/2018,1184 SPRING ST NW,502,Midtown,E,33.78697,-84.38959,
LARCENY-NON VEHICLE,180291278,01/29/2018,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,180291792,01/29/2018,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,180291581,01/29/2018,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-NON VEHICLE,180291534,01/29/2018,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,180292112,01/29/2018,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,180291422,01/29/2018,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,
LARCENY-NON VEHICLE,180291188,01/29/2018,689 BOULEVARD NE,603,Old Fourth Ward,M,33.77351,-84.37049,
LARCENY-NON VEHICLE,180291112,01/29/2018,1263 MORELAND AVE SE,607,Woodland Hills,W,33.7198,-84.34959,
LARCENY-FROM VEHICLE,180292214,01/29/2018,396 PIEDMONT AVE NE,509,Downtown,M,33.76491,-84.3826,
LARCENY-FROM VEHICLE,180291563,01/29/2018,1544 PIEDMONT AVE NE @ANSLEY MALL,213,Piedmont Heights,F,33.79789,-84.37101,
LARCENY-FROM VEHICLE,180291702,01/29/2018,341 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77222,-84.37559,
LARCENY-FROM VEHICLE,180291861,01/29/2018,2740 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68896,-84.48909,
LARCENY-FROM VEHICLE,180292012,01/29/2018,3090 CAMPBELLTON RD SW,409,Southwest,R,33.69338,-84.48903,
LARCENY-FROM VEHICLE,180292123,01/29/2018,N HIGHLAND AVE NE / CLEBURNE AVE NE,602,Inman Park,N,33.76866,-84.35253,
LARCENY-FROM VEHICLE,180292184,01/29/2018,2591 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82543,-84.36706,
LARCENY-FROM VEHICLE,180291509,01/29/2018,441 16TH ST NW,501,Atlantic Station,E,33.78874,-84.40468,
LARCENY-FROM VEHICLE,180292314,01/29/2018,421 MEMORIAL DR SE,605,Grant Park,W,33.74655,-84.37366,
LARCENY-FROM VEHICLE,180291487,01/29/2018,3342 PEACHTREE RD NE,208,North Buckhead,B,33.84746,-84.36983,
LARCENY-FROM VEHICLE,180292341,01/29/2018,931 MONROE DR NE @BELTLINE BUSINESS,506,Midtown,E,33.77909,-84.36717,
LARCENY-FROM VEHICLE,180292420,01/29/2018,92 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.84097,-84.38381,
LARCENY-FROM VEHICLE,180292424,01/29/2018,327 PETERS ST SW,507,Castleberry Hill,M,33.74586,-84.40382,
LARCENY-FROM VEHICLE,180292465,01/29/2018,555 WHITEHALL ST SW,303,Mechanicsville,V,33.74297,-84.40628,
LARCENY-FROM VEHICLE,180298041,01/29/2018,100 HARTSFIELD CENTER PKWY,701,,X,33.65488,-84.42754,
LARCENY-FROM VEHICLE,180290058,01/29/2018,67 SPRUCE ST NE,602,Inman Park,N,33.75584,-84.36118,
LARCENY-FROM VEHICLE,180290077,01/29/2018,253 10TH ST NE,503,Midtown,E,33.78169,-84.37892,
LARCENY-FROM VEHICLE,180290474,01/29/2018,2090 JONESBORO RD SE,308,Norwood Manor,Z,33.69773,-84.36999,
LARCENY-FROM VEHICLE,180291521,01/29/2018,1849 OAKMONT DR NW,108,Dixie Hills,J,33.75902,-84.44755,
LARCENY-FROM VEHICLE,180290483,01/29/2018,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67291,-84.39153,
LARCENY-FROM VEHICLE,180290678,01/29/2018,596 PEYTON RD SW,406,Peyton Forest,I,33.73937,-84.47727,
LARCENY-FROM VEHICLE,180290682,01/29/2018,1043 EDEN AVE SE,607,Ormewood Park,W,33.72991,-84.35358,
LARCENY-FROM VEHICLE,180290699,01/29/2018,124 ELIZABETH ST NE,602,Inman Park,N,33.75744,-84.35636,
LARCENY-FROM VEHICLE,180290930,01/29/2018,327 PETERS ST SW,507,Castleberry Hill,M,33.74586,-84.40382,
LARCENY-FROM VEHICLE,180291149,01/29/2018,3253 WELMINGHAM DR,414,Princeton Lakes,P,33.66231,-84.51879,
LARCENY-FROM VEHICLE,180291210,01/29/2018,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,180291226,01/29/2018,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,
LARCENY-FROM VEHICLE,180291408,01/29/2018,180 WALKER ST,507,Castleberry Hill,M,33.74964,-84.40132,
LARCENY-FROM VEHICLE,180290482,01/29/2018,678 DARLINGTON CIR NE,211,Peachtree Park,B,33.83277,-84.36439,
LARCENY-FROM VEHICLE,180291005,01/29/2018,595 ELMWOOD RD NW,107,Grove Park,J,33.77094,-84.43853,
LARCENY-NON VEHICLE,180292198,01/29/2018,543 BOULEVARD NE,603,Old Fourth Ward,M,33.76924,-84.37174,
LARCENY-NON VEHICLE,180290975,01/29/2018,1080 WEST PEACTHREE ST NW,505,Midtown,E,33.7847,-84.38817,
LARCENY-NON VEHICLE,180291598,01/29/2018,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782,
LARCENY-NON VEHICLE,180291338,01/29/2018,1320 WESTBORO DR SW,402,Oakland City,S,33.73181,-84.43088,
LARCENY-NON VEHICLE,180291342,01/29/2018,1010 W PEACHTREE ST NW,503,Midtown,E,33.78236,-84.38795,
LARCENY-NON VEHICLE,180290738,01/29/2018,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-NON VEHICLE,180290791,01/29/2018,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68069,-84.41464,
LARCENY-NON VEHICLE,180291790,01/29/2018,2267 MELANTE DR NE,212,Lindridge/Martin Manor,F,33.81726,-84.35381,
LARCENY-NON VEHICLE,180291230,01/29/2018,420 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71436,-84.3741,
LARCENY-NON VEHICLE,180290820,01/29/2018,901 BOLTON RD NW @ESQUIRE VILLAGE APT,114,Bankhead/Bolton,H,33.77946,-84.49861,
LARCENY-NON VEHICLE,180290807,01/29/2018,921 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73807,-84.41811,
LARCENY-NON VEHICLE,180290701,01/29/2018,923 LEE ST SW,401,West End,T,33.72991,-84.41607,
LARCENY-NON VEHICLE,180290919,01/29/2018,1231 COLLIER RD NW,204,Underwood Hills,D,33.81183,-84.42746,
AUTO THEFT,180290472,01/29/2018,829 VIRGIL ST NE,602,Inman Park,N,33.75824,-84.36052,
AUTO THEFT,180290611,01/29/2018,740 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82598,-84.36335,
AUTO THEFT,180292361,01/29/2018,3300 LENOX RD NE,210,Pine Hills,B,33.84349,-84.35825,
AUTO THEFT,180292300,01/29/2018,428 PARKWAY DR NE,603,Old Fourth Ward,M,33.76614,-84.37366,
AUTO THEFT,180292148,01/29/2018,860 PEACHTREE ST,505,Midtown,E,33.77813,-84.38445,
AUTO THEFT,180291191,01/29/2018,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895,
AUTO THEFT,180291737,01/29/2018,1901 MAYWOOD PL NW,107,Grove Park,J,33.77247,-84.44923,
AUTO THEFT,180291289,01/29/2018,880 LENOX OAKS CIR NE,210,Pine Hills,B,33.83499,-84.35808,
AUTO THEFT,180281681,01/29/2018,923 PEACHTREE ST NE,503,Midtown,E,33.7806,-84.3832,
AUTO THEFT,180292238,01/29/2018,2965 PHARR COURT SOUTH NW @SLATON MANOR,206,Peachtree Heights West,B,33.83605,-84.38457,
AUTO THEFT,180272402,01/29/2018,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
AUTO THEFT,180290819,01/29/2018,2103 GARRISON WAY NW,203,Whittier Mill Village,D,33.81285,-84.48048,
AUTO THEFT,180290870,01/29/2018,623 KIMBERLY LN NE,213,Edmund Park,F,33.79455,-84.34124,
AUTO THEFT,180280505,01/28/2018,284 SPELLMAN ST NW,108,Dixie Hills,J,33.76271,-84.45281,
AUTO THEFT,180281532,01/28/2018,114 JOHNSON RD NW,110,Grove Park,J,33.78376,-84.45189,
AUTO THEFT,180281668,01/28/2018,2325 CHESHIRE BRIDGE RD NE @PUBLIX - CHESHIRE,212,Lindridge/Martin Manor,F,33.81866,-84.34906,
AUTO THEFT,180281942,01/28/2018,492 LARKIN ST SW,507,Castleberry Hill,M,33.7476,-84.4037,
AUTO THEFT,180281718,01/28/2018,1106 CRESCENT AVE NE,503,Midtown,E,33.785,-84.3845,
LARCENY-NON VEHICLE,180281122,01/28/2018,1018 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77567,-84.35426,
LARCENY-NON VEHICLE,180280867,01/28/2018,422 ELM ST NW,103,English Avenue,L,33.76613,-84.40906,
LARCENY-NON VEHICLE,180280961,01/28/2018,340 GARDEN LN NW,207,Loring Heights,E,33.79817,-84.39883,
LARCENY-NON VEHICLE,180282037,01/28/2018,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,
LARCENY-NON VEHICLE,180288001,01/28/2018,11700 SPINE RD,703,,,33.6413,-84.42891,
LARCENY-NON VEHICLE,180280820,01/28/2018,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
LARCENY-NON VEHICLE,180280551,01/28/2018,955 DECKNER AVE SW,306,Sylvan Hills,X,33.71408,-84.41944,
LARCENY-NON VEHICLE,180280987,01/28/2018,208 STANHOPE CIR NW,105,Hunter Hills,K,33.75908,-84.42549,
LARCENY-NON VEHICLE,180280701,01/28/2018,2784 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.77927,-84.47996,
LARCENY-FROM VEHICLE,180281084,01/28/2018,1720 MARY GEORGE AVE NW,110,Carver Hills,G,33.80237,-84.46593,
LARCENY-FROM VEHICLE,180280059,01/28/2018,193 MOURY AVE SW,305,The Villages at Carver,Y,33.71549,-84.39197,
LARCENY-FROM VEHICLE,180280408,01/28/2018,1040 HUFF RD NW,203,Blandtown,D,33.78868,-84.42207,
LARCENY-FROM VEHICLE,180280029,01/28/2018,323 TED TURNER DR NW,508,Downtown,M,33.76356,-84.3887,
LARCENY-FROM VEHICLE,180280105,01/28/2018,2030 BOLTON RD NW,203,Riverside,D,33.81145,-84.47546,
LARCENY-FROM VEHICLE,180280122,01/28/2018,15 HILLIARD ST NE,604,Sweet Auburn,M,33.75477,-84.37631,
LARCENY-FROM VEHICLE,180280142,01/28/2018,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702,
LARCENY-FROM VEHICLE,180280161,01/28/2018,415 ARMOUR DR NE,212,,F,33.81267,-84.37412,
LARCENY-FROM VEHICLE,180281926,01/28/2018,1848 SYLVAN RD SW,306,Sylvan Hills,X,33.70444,-84.41796,
LARCENY-FROM VEHICLE,180281999,01/28/2018,261 19TH ST NW,501,Atlantic Station,E,33.79371,-84.39677,
LARCENY-FROM VEHICLE,180272510,01/28/2018,2 17TH ST,502,Midtown,E,33.79204,-84.38763,
LARCENY-FROM VEHICLE,180280487,01/28/2018,71 13TH ST NE,503,Midtown,E,33.78535,-84.38516,
LARCENY-FROM VEHICLE,180280944,01/28/2018,3121 ABBEY DR SW,414,Princeton Lakes,P,33.6658,-84.50948,
LARCENY-FROM VEHICLE,180281007,01/28/2018,121 LINDEN AVE NE,509,Downtown,M,33.76952,-84.38322,
LARCENY-FROM VEHICLE,180280561,01/28/2018,396 PIEDMONT AVE NE,509,Downtown,M,33.76526,-84.38216,
LARCENY-FROM VEHICLE,180280629,01/28/2018,3633 SATURN DR NW,114,Carroll Heights,H,33.77686,-84.50633,
LARCENY-FROM VEHICLE,180280757,01/28/2018,915 W PEACHTREE ST NE,503,Midtown,E,33.77975,-84.38716,
LARCENY-FROM VEHICLE,180280781,01/28/2018,1057 WASHITA AVE NE,602,Inman Park,N,33.76376,-84.3533,
