UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
ROBBERY-PEDESTRIAN,181811481,06/30/2018,818 BLOSSOM ST SW,306,Sylvan Hills,X,33.7114,-84.41552,
ROBBERY-PEDESTRIAN,181811823,06/30/2018,91 PEACHTREE ST NW,510,English Avenue,L,33.76879,-84.41096,
AGG ASSAULT,181811940,06/30/2018,CARROLL ST SE / TONNELLE ST SE,606,Reynoldstown,N,33.75247,-84.35374,
AGG ASSAULT,181811762,06/30/2018,980 DESOTO ST NW,105,Washington Park,K,33.75726,-84.41961,
AGG ASSAULT,181810772,06/30/2018,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,
AGG ASSAULT,181810801,06/30/2018,1575 MARTIN L KING JR DR NW @MOZLEY PARK,104,Mozley Park,K,33.7529,-84.43904,
AGG ASSAULT,181811067,06/30/2018,664 PIEDMONT AVE,505,Sweet Auburn,M,33.75437,-84.3783,
BURGLARY-RESIDENCE,181810927,06/30/2018,193 MOURY AVE SW,305,The Villages at Carver,Y,33.71549,-84.39197,
BURGLARY-RESIDENCE,181810872,06/30/2018,7102 CHASTAIN DR NE,209,East Chastain Park,B,33.86598,-84.38368,
BURGLARY-RESIDENCE,181811779,06/30/2018,2272 COUNTY LINE RD SW,413,Elmco Estates,P,33.69317,-84.53374,
BURGLARY-RESIDENCE,181802216,06/30/2018,1795 STANTON RD SW,408,,R,33.70575,-84.44414,
BURGLARY-RESIDENCE,181811331,06/30/2018,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.73454,-84.51059,
BURGLARY-NONRES,181811759,06/30/2018,930 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.78091,-84.42971,
BURGLARY-RESIDENCE,181810811,06/30/2018,282 WHITAKER CIR NW,108,Dixie Hills,J,33.76308,-84.44595,
BURGLARY-RESIDENCE,181811274,06/30/2018,2770 BENJAMIN E MAYS DR SW,406,Audobon Forest West,I,33.72828,-84.47902,
BURGLARY-NONRES,181810825,06/30/2018,85 PEACHTREE ST SW,511,Downtown,M,33.75265,-84.3923,
LARCENY-NON VEHICLE,181812054,06/30/2018,1576 JOSEPH E BOONE BLVD NW,105,West Lake,J,33.76331,-84.43914,
LARCENY-NON VEHICLE,181811760,06/30/2018,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-NON VEHICLE,181811664,06/30/2018,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,181810873,06/30/2018,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,181810667,06/30/2018,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,
LARCENY-NON VEHICLE,181811372,06/30/2018,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,181811619,06/30/2018,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
